img,img_path,modality,higher_modality
PMC3547862___pgen.1003215.g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3547862___pgen.1003215.g004.jpg,heatmap,GRAPHICS
PMC3594742___fgene-04-00028-a0001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3594742___fgene-04-00028-a0001.jpg,heatmap,GRAPHICS
PMC3594742___fgene-04-00028-g0004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3594742___fgene-04-00028-g0004.jpg,heatmap,GRAPHICS
PMC3705862___CMMM2013-136743.001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3705862___CMMM2013-136743.001.jpg,heatmap,GRAPHICS
PMC3830796___CMMM2013-971272.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3830796___CMMM2013-971272.005.jpg,heatmap,GRAPHICS
PMC3924490___ijerph-11-01034-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3924490___ijerph-11-01034-g001.jpg,heatmap,GRAPHICS
PMC3924490___ijerph-11-01034-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3924490___ijerph-11-01034-g002.jpg,heatmap,GRAPHICS
PMC3937227___pgen.1004185.g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3937227___pgen.1004185.g005.jpg,heatmap,GRAPHICS
PMC3987009___ijerph-11-02865-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC3987009___ijerph-11-02865-g003.jpg,heatmap,GRAPHICS
PMC4212126___13039_2014_68_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4212126___13039_2014_68_Fig3_HTML.jpg,heatmap,GRAPHICS
PMC4318125___12889_2015_1406_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4318125___12889_2015_1406_Fig2_HTML.jpg,heatmap,GRAPHICS
PMC4318125___12889_2015_1406_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4318125___12889_2015_1406_Fig3_HTML.jpg,heatmap,GRAPHICS
PMC4344662___ijerph-12-01196-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4344662___ijerph-12-01196-g007.jpg,heatmap,GRAPHICS
PMC4350945___CMMM2015-103843.006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4350945___CMMM2015-103843.006.jpg,heatmap,GRAPHICS
PMC4442414___CMMM2015-425475.008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4442414___CMMM2015-425475.008.jpg,heatmap,GRAPHICS
PMC4450050___pgen.1004926.g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4450050___pgen.1004926.g005.jpg,heatmap,GRAPHICS
PMC4515694___ijerph-12-07839-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4515694___ijerph-12-07839-g004.jpg,heatmap,GRAPHICS
PMC4626393___je-25-639-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4626393___je-25-639-g003.jpg,heatmap,GRAPHICS
PMC4626393___je-25-639-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4626393___je-25-639-g005.jpg,heatmap,GRAPHICS
PMC4626393___je-25-639-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4626393___je-25-639-g008.jpg,heatmap,GRAPHICS
PMC4626393___je-25-639-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4626393___je-25-639-g010.jpg,heatmap,GRAPHICS
PMC4764198___ddw00401.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4764198___ddw00401.jpg,heatmap,GRAPHICS
PMC4994281___12711_2016_240_Fig8_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4994281___12711_2016_240_Fig8_HTML.jpg,heatmap,GRAPHICS
PMC4997493___ijerph-13-00807-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC4997493___ijerph-13-00807-g005.jpg,heatmap,GRAPHICS
PMC5129283___ijerph-13-01073-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5129283___ijerph-13-01073-g004.jpg,heatmap,GRAPHICS
PMC5302494___nanomaterials-06-00094-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5302494___nanomaterials-06-00094-g006.jpg,heatmap,GRAPHICS
PMC5334730___ijerph-14-00176-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5334730___ijerph-14-00176-g002.jpg,heatmap,GRAPHICS
PMC5439167___12711_2017_318_Fig10_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5439167___12711_2017_318_Fig10_HTML.jpg,heatmap,GRAPHICS
PMC5448998___materials-05-02360-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5448998___materials-05-02360-g002.jpg,heatmap,GRAPHICS
PMC5451999___ijerph-14-00549-g007a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5451999___ijerph-14-00549-g007a.jpg,heatmap,GRAPHICS
PMC5451999___ijerph-14-00549-g007b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5451999___ijerph-14-00549-g007b.jpg,heatmap,GRAPHICS
PMC5452752___materials-06-05593-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5452752___materials-06-05593-g004.jpg,heatmap,GRAPHICS
PMC5452752___materials-06-05593-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5452752___materials-06-05593-g005.jpg,heatmap,GRAPHICS
PMC5452752___materials-06-05593-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5452752___materials-06-05593-g006.jpg,heatmap,GRAPHICS
PMC5453089___materials-07-00727f7.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5453089___materials-07-00727f7.jpg,heatmap,GRAPHICS
PMC5453149___materials-07-00244f10.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5453149___materials-07-00244f10.jpg,heatmap,GRAPHICS
PMC5453218___materials-07-03677f9.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5453218___materials-07-03677f9.jpg,heatmap,GRAPHICS
PMC5455482___materials-08-05251-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5455482___materials-08-05251-g008.jpg,heatmap,GRAPHICS
PMC5455483___materials-08-04679-g009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5455483___materials-08-04679-g009.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g003.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g004.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g005.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g006.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g007.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g008.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g009.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g011.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g011.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g016.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g016.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g018.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g018.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g020.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g020.jpg,heatmap,GRAPHICS
PMC5456625___materials-09-00794-g022.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456625___materials-09-00794-g022.jpg,heatmap,GRAPHICS
PMC5456776___materials-09-00453-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456776___materials-09-00453-g002.jpg,heatmap,GRAPHICS
PMC5456776___materials-09-00453-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456776___materials-09-00453-g003.jpg,heatmap,GRAPHICS
PMC5456776___materials-09-00453-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456776___materials-09-00453-g004.jpg,heatmap,GRAPHICS
PMC5456776___materials-09-00453-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456776___materials-09-00453-g005.jpg,heatmap,GRAPHICS
PMC5456946___materials-09-00521-g017.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456946___materials-09-00521-g017.jpg,heatmap,GRAPHICS
PMC5456998___materials-09-00977-g011a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456998___materials-09-00977-g011a.jpg,heatmap,GRAPHICS
PMC5456998___materials-09-00977-g011b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456998___materials-09-00977-g011b.jpg,heatmap,GRAPHICS
PMC5456998___materials-09-00977-g013.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5456998___materials-09-00977-g013.jpg,heatmap,GRAPHICS
PMC5457114___materials-09-00790-g013.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5457114___materials-09-00790-g013.jpg,heatmap,GRAPHICS
PMC5457114___materials-09-00790-g015.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5457114___materials-09-00790-g015.jpg,heatmap,GRAPHICS
PMC5457212___materials-09-00874-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5457212___materials-09-00874-g006.jpg,heatmap,GRAPHICS
PMC5459132___materials-10-00117-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5459132___materials-10-00117-g003.jpg,heatmap,GRAPHICS
PMC5459204___materials-10-00208-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5459204___materials-10-00208-g004.jpg,heatmap,GRAPHICS
PMC5459204___materials-10-00208-g012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5459204___materials-10-00208-g012.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i001.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i003.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i004.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i005.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i006.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i007.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i008.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i009.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i010.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i011.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i011.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i012.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i013.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i013.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i014.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i014.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i016.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i016.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i017.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i017.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i018.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i018.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i019.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i019.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i020.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i020.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i021.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i021.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i022.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i022.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i023.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i023.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i024.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i024.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i025.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i025.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i026.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i026.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i028.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i028.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i029.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i029.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i030.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i030.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i031.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i031.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i032.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i032.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i033.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i033.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i034.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i034.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i035.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i035.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i036.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i036.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i037.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i037.jpg,heatmap,GRAPHICS
PMC5502984___materials-09-00291-i039.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5502984___materials-09-00291-i039.jpg,heatmap,GRAPHICS
PMC5503394___materials-10-00264-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5503394___materials-10-00264-g007.jpg,heatmap,GRAPHICS
PMC5509046___materials-09-00628-g013b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5509046___materials-09-00628-g013b.jpg,heatmap,GRAPHICS
PMC5510184___materials-03-00110-g005a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5510184___materials-03-00110-g005a.jpg,heatmap,GRAPHICS
PMC5512516___materials-09-00694-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512516___materials-09-00694-g006.jpg,heatmap,GRAPHICS
PMC5512516___materials-09-00694-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512516___materials-09-00694-g007.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g005.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g006.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g007.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g008.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g009.jpg,heatmap,GRAPHICS
PMC5512674___materials-07-07566-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512674___materials-07-07566-g010.jpg,heatmap,GRAPHICS
PMC5512796___materials-06-00726-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5512796___materials-06-00726-g010.jpg,heatmap,GRAPHICS
PMC5521282___materials-06-02789-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5521282___materials-06-02789-g005.jpg,heatmap,GRAPHICS
PMC5521282___materials-06-02789-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5521282___materials-06-02789-g006.jpg,heatmap,GRAPHICS
PMC5521319___materials-06-03514-g005a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5521319___materials-06-03514-g005a.jpg,heatmap,GRAPHICS
PMC5521319___materials-06-03514-g005b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5521319___materials-06-03514-g005b.jpg,heatmap,GRAPHICS
PMC5551833___materials-10-00790-g009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5551833___materials-10-00790-g009.jpg,heatmap,GRAPHICS
PMC5551850___materials-10-00807-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5551850___materials-10-00807-g001.jpg,heatmap,GRAPHICS
PMC5554000___pgen.1006917.g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5554000___pgen.1006917.g006.jpg,heatmap,GRAPHICS
PMC5578325___materials-10-00959-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5578325___materials-10-00959-g002.jpg,heatmap,GRAPHICS
PMC5615640___materials-10-00985-g012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5615640___materials-10-00985-g012.jpg,heatmap,GRAPHICS
PMC5615646___materials-10-00991-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5615646___materials-10-00991-g005.jpg,heatmap,GRAPHICS
PMC5632330___IJPH-46-1275-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5632330___IJPH-46-1275-g004.jpg,heatmap,GRAPHICS
PMC5664656___ijerph-14-01155-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5664656___ijerph-14-01155-g001.jpg,heatmap,GRAPHICS
PMC5706236___materials-10-01289-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5706236___materials-10-01289-g002.jpg,heatmap,GRAPHICS
PMC5706236___materials-10-01289-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/heatmap/PMC5706236___materials-10-01289-g003.jpg,heatmap,GRAPHICS
PMC1326229___1471-2350-6-43-3.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/horizontal_bar/PMC1326229___1471-2350-6-43-3.jpg,horizontal_bar,GRAPHICS
PMC1326229___1471-2350-6-43-6.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/horizontal_bar/PMC1326229___1471-2350-6-43-6.jpg,horizontal_bar,GRAPHICS
PMC1403763___1471-2458-6-27-2.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/horizontal_bar/PMC1403763___1471-2458-6-27-2.jpg,horizontal_bar,GRAPHICS
PMC1449883___pgen.0020024.g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/horizontal_bar/PMC1449883___pgen.0020024.g008.jpg,horizontal_bar,GRAPHICS
