"1475-2867-5-15-6	Intrinsic and retinoic acid induced expression of  MDR1  gene in parental and  RAR α   transfected cells . k-  ��  water. ATRA (5  μ M) was added to cell cultures 24 h after seeding for 48 h. Then the cells were collected and processed as specified in ""Methods"" (RNA isolation and reverse transcriptase polymerase chain reaction (RT-PCR) analysis of  MDR1  gene expression). The optimal numbers of PCR cycles were 33 for  MDR1 -specific product for all cells lines except KG1 and KG1/RAR", for these cells the numbers of PCR cycles for  MDR1 -specific product were 26. This figure is representative of 2 separate experiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475-2875-8-168-2	Effect of RDT storage conditions on anti-merozoite surface protein (MSP)-1 1 �� 19  titres . RDTs were stored at a range of humidities and temperatures for 7", 31 or 70 days and used a source of antibodies for estimation of anti-MSP-1 1 �� 19  titres using indirect ELISAs. RDTs were preserved optimally when stored at 4 ° C (A, D, G) and/or at moderate humidity (D, E, F). Values for high-titre samples decreased slightly with time for RDTs stored at ambient temperature and low humidity (B, C). Values for samples stored at ambient temperature and high humidity were less reproducible and for low-titre samples there were inappropriately high values detected for all time-points (H, I). Values are mean (+/- SD) optical density values from anti-MSP-1 1 �� 19  ELISAs, normalized against a standard sero-positive plasma pool, for three independent experiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475-2891-4-35-2	(A) Liver", (B) erythrocyte and (C) WBC CCS content of rats fed diets differing in Zn and Cu . CCS expression in liver is expressed relative to that of  β -Actin. CCS expression in erythrocytes and WBCs is expressed relative to that of GAPDH. Bars signify the mean  ±  SEM, n = 12 (for liver and erythrocytes) or 7 (for WBCs)/diet group. Diet groups without a common letter differ ( P  <  0.05).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475-925X-10-52-2	One of the heart image slices using the 4-D Phase contrast (PC)-MRI system at 256    192 resolution . The color indicates its velocity magnitude.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-0711-10-5-1	Ultrasound examination of the patient's liver (A) and spleen (B) .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-4598-10-10-9	Bmi-1 modulates Akt/GSK3 β /Snail pathway .  (A)  Cell extracts were analyzed by immunoblotting with antibodies against the indicated proteins. Anti- α -Tubulin was used as the loading control.  (B)  Immunofluorescence identified the effect of Bmi-1 on the subcellular localization of Snail proteins (Green) in MCF-10A cells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-4598-4-43-8	Ectopic expression of C/EBPbeta-2 disrupts lumen formation . Additional equitorial cross sections of typical acinar structure observed in MCF10A + GFP cells (A) compared to MCF10A cells overexpressing C/EBPbeta-2  &  GFP (B  &  C). Acini were fixed after 19 days in culture and their nuclei visualized by ethidium homodimer dye (red). Bars represent 11 microns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-5956-2-7-4	Prefractionated CSF from FTD patients compared to non-demented controls . Protein densities increased (squares) or decreased (circles) at least two times in prefractionated FTD CSF", analyzed using SYPRO-Ruby stained 2-DE gels. The five FTD patients were 70.6  ±  5.6 (mean  ±  SD) year-of-age and the five non-demented controls were 59.2  ±  11.9 (mean  ±  SD) year-of-age. The numbers on the 2-D gel pattern correlate each identified protein to the data given in table 2. Molecular weights (M W ) are in kDa. a) Fraction 2 �� 5 with pH 1.5 �� 4.5 was analysed using a pH 3 �� 6 linear IPG-strip. b) Fraction 6 �� 9 with pH 4.5 �� 6.0 was analysed using pH 4 �� 7 linear IPG-strip. c) Fraction 10 �� 14 with pH 6.0 �� 7.5 was analysed using pH 5 �� 8 linear IPG-strip in the first dimension.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7819-4-53-3	Kaplan-Meier survival curves of patients according to nodal involvement. Significantly better survival was observed among patients treated after 1990", independently of nodal involvement (5-y overall survival of 52% versus 23%; p = 0.0001 and 73% versus 62%; p = 0.0328, respectively),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7827-1-53-3	Normalised expression of Human CatSper4 in 18 normal human tissues. (a) Amplicon size of human CatSper4", amplified from exon9. Lane 1 no template control, Lane 2 15 ng Testis cDNA, Lane 3 40 ng testis cDNA, Lane 4 DNA size marker ascending in 100 bp intervals from 100 bp upwards (Eurogentec). (b) Levels of human CatSper4 mRNA in 18 normal human tissues were determined using Taqman quantitative RT-PCR. Each sample was quantitated in 3 individual experiments, the mean  ±  SEM for the multiple experiments are shown. Tissue names followed by (2) represents an alternative RNA supplier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7827-6-54-1	Determination of IGFBP7 protein levels in conditioned media from human ESCs and GE cells . The conditioned media of subconfluent cells was collected at the indicated times and stored frozen until use. (A) Representative standard curve obtained by ELISA using recombinant human IGFBP7 in PBS containing 0.1% BSA. Data represents the means of four replicates. (B) IGFBP7 levels in conditioned media over time. The conditioned medium of GE cells was measured at the 24 h time point only. Gray column; IGFBP7 levels in the medium of ESCs treated for 24 h with IGFBP7 siRNA (10 pmol). The data represents the means  ±  SE of three separate cultures", assayed in duplicate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-9560-7-5-2	Coronary angiogram showing a total occluded left anterior descending artery (LAD-T.O.) and a normal left circumflex coronary artery (LCX) . Angioplasty restored TIMI II flow with distal filling defects due to residual thrombus (arrow).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1478-811X-7-16-5	Visualization of GPCRs by a fluorescent agonist (A; green) or a fluorescent antagonist (A; red) . Fluorescent agonists induce receptor internalization to intracellular endosomes as demonstrated by SK-N-MC cells", endogenously expressing the human Y 1  receptor, incubated with CF-labeled neuropeptide Y (B; NPY in green, nuclei in blue, bar represents 10  μ m). In contrast, fluorescent antagonists prevent receptor trafficking to intracellular compartments and target receptors at the cell membrane as shown by Schneider et al. using MCF-7 cells, endogenously expressing the Y 1  receptor, incubated with Py-1-labeled Y 1 R antagonist derived from BIBP3226 [ 112 ].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1479-5876-6-1-3	A", Kaplan-Maplan curves for overall survival rates of 280 patients with NPC. B, Kaplan-Maplan curves for overall survival rates of different clinical stage, patients with stage III/IV have a lower survival rate than those with stage I/II ( P  = 0.0094, log rank test). C, Kaplan-Maplan curves for overall survival rates of female and male paitents, male patients present lower survival rate than female paitents ( P  = 0.0004, log rank test),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1532-429X-10-60-2	Chest CT scan showed right lung consolidation (A)", with enlarged mediastinal lymph nodes (B) .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-4682-3-9-8	Input of experimental images into modeling software .  (A)  Computer-assisted tracing of anatomical boundaries relevant to diaphragm development in an E11.5 mouse (black  ��  body wall", red  ��  aorta, yellow  ��  esophageal mesentery, blue  ��  PPF, green  ��  lungs). Where the relevant structures are not captured on a single section, these boundaries represent a composite orthographic projection of serial sections (see Fig. 5 and text).  (B)  Digital capture of coordinate-space data points along anatomical boundaries using  GetData ©   2.17  software.  (C)  Regeneration of digitized anatomical boundaries by the Nudge++   modeling software (green  ��  body wall, red  ��  aorta, yellow  ��  esophageal mesentery, white  ��  PPF).  (D)  Nudge++ image with the PPF populated by model cells. Cells are not added to the posterolateral aspect of the left posterior PPF defect (arrow) to recreate experimental findings in the nitrofen model (see text and Fig. 6).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-4690-1-46-1	Specific silencing of hSpt5 expression by RNAi . (A) hSpt5 mRNA is 3261 nucleotides in length. siRNA targeting sequence for hSpt5 was selected from position 407 to 427 relative to the start codon. As a specific control", mutant siRNA containing 2 nucleotide mismatches (underline) between the target mRNA and the antisense of siRNA at the hypothetical cleavage sites of the mRNA was generated. (B) Evaluation of specific hSpt5 siRNA activity by RT-PCR. Total cellular mRNA was prepared from HeLa cells transfected without siRNA or with hSpt5 duplex or control siRNAs and was followed by RT-PCR, as described in Material and Methods. Each RT-PCR reaction included 100 ng total cellular mRNA, gene-specific primer sets for hSpt5 and hCycT1 amplification (0.5  μ M for each primer), 200  μ M dNTP, 1.2 mM MgSO 4  and 1U of RT/platinum  Taq  mix. Primer sets for hSpt5 produced 2.6 kb products while hCycT1 produced 1.8 kb products. RT-PCR products were resolved on a 1% agarose gel and viewed by ethidium bromide staining. RT-PCR products are shown from cells that were not transfected with siRNA (lane 1), or cells transfected with single-stranded antisense hSpt5 siRNA (hSpt5 (AS), lane 2), hSpt5 duplex siRNA (hSpt5 (DS), lane 3), or mismatch hSpt5 duplex siRNA (hSpt5-mm (DS), lane 4). Lane M is a marker lane. (C) Analysis of specific hSpt5 siRNA activity by western blotting. Cell lysates were prepared from HeLa cells mock-transfected without siRNA (lane 1), or transfected with single-stranded antisense hSpt5 siRNA (hSpt5 (AS), lane 2), hSpt5 duplex siRNA (hSpt5 (DS), lane 3), or mismatch hSpt5 duplex siRNA (hSpt5-mm (DS), lane 4). Cell lysates were analyzed by 10% SDS-PAGE. Protein contents were detected by immunoblotting assay with antibodies against hSpt5 (top panel) and hCycT1 (lower panel).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-4690-8-84-6	Reversal of the A120 mAb-mediated inhibition of R5 HIV-1 infection in activated PBMCs with anti-CCR5 ligand-neutralizing mAbs . Activated PBMCs from 6 donors were infected with R5 HIV-1 JR-FL  and cultured in the presence of 10  μ g/ml A120 mAb or isotype control mAb together or without anti-chemokine mAbs including anti-MIP-1 α ", anti-MIP-1 β  or anti-RANTES at 10  μ g/ml for 4 days. Virus production in the culture supernatants was determined by p24 ELISA. The p24 levels were plotted as percent of control values obtained in cultures incubated in each anti- β -chemokine mAb for each donor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-0003-4-38-3	Time distributions of trigger points and  γ GMV-eye  for each 10-s segment for 2-min-long randomly camera-shaken video image: (a) number of trigger points accumulated for five tasks; (b)  γ GMV-eye  for each task averaged among ""unpleasant"" group. Note that the pan component and the horizontal movement were used as the GMV and the eye movement", respectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-0003-4-39-2	The two different visual contexts . Textures presented on a wall of the rectangular solid were either (a) a random-dot texture", or (b) a CG-image that simulated an ordinary room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-422X-2-3-3	Detection of RSV and cytokines in the lungs of BALB/c mice. (A)  RSV-N and IL-10", IL-12, IFN- γ  and  β -actin were checked by RT-PCR. Mice were infected with RSV alone or treated with CYP prior to infection. The third group was uninfected (PBS) as control. Animals were sacrificed on day 5, their lungs removed and RNA was isolated and used in RT-PCR assay.  (B) Densitometric analysis of the band densities from part A.  Relative intensity refers to the ratio of the intensity of each cDNA product to that of  β -actin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-422X-5-26-5	Bootscan analysis as in Figure 4", employing prototype HPeV strains as query sequences. A, BNI-788st (note a slight difference in co-segregation graph as opposed to Figure 4, due to a larger sliding window size of 600 bp in this analysis); B, HPeV-1 prototype strain Harris; C, HPeV-2 prototype strain Williams; D, HPeV-3 prototype strain A308-99; E, HPeV-3 prototype strain Can82853-01; F, HPeV-4 prototype strain K251176-02; G, HPeV-4 prototype strain T75-4077; H, HPeV-5 prototype strain T92-15; I, HPeV-5 prototype strain CT86-6760; J, HPeV-6 prototype strain NII-561-2000; K, HPeV-6 prototype strain BNI-67; L, color legend. In each panel, each coloured graph represents the degree of phylogenetic co-segregation with the query type in a 600 bp sliding analysis window, centered around the nucleotide position given on the x-axis. A bootstrapped phylogenetic analysis was conducted every 50 bp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1744-8069-2-32-5	Gaps in inhibition compromise glycine/GABA A  receptor-mediated modulation of firing rate only under conditions where shunting can modulate firing rate .  (A)  Whereas the time course of inhibitory postsynaptic currents (IPSCs) directly parallels the change in membrane conductance", the resultant inhibitory postsynaptic potentials (IPSPs) are much slower because of membrane capacitance. The relative brevity of IPSCs coupled with irregularity in the timing of inputs could allow gaps during which little shunting occurs (red stars).  (B)  Most  f out - f exc  curves were unchanged by switching from intermittent inhibition (dashed lines) to constant inhibition (solid lines); the exceptions were those for  E anion  = -65 and -70 mV where constant inhibition caused greater reduction in  f out  than intermittent inhibition. This argues in favor of shunting's ability to modulate firing rate only when average depolarization remains subthreshold (see Results). Constant inhibition was applied as a point conductance in the soma equal to the sum of time-averaged conductances from each inhibitory synapse, repeated at each  f inh .  α  = 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1746-1596-4-26-2	a: Clinging pattern ductal carcinoma in-situ . b: Micropapillary pattern ductal carcinoma in-situ. c: Cancerization of lobules by ductal carcinoma in-situ. d: As an example of the counting system for ductal carcinoma in-situ ducts", 6 ducts would be counted in this microscopic field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1746-4811-4-7-5	Study 2. Comparison of different extraction solvents for metabolite profiling after steel ball disruption of  C. reinhardtii  cells;  N  = 4 �� 5. Blue: methanol/chloroform/water at 5/2/2 ratios (MCW); Green: 100% methanol; Red: water/isopronaol/methanol at 2/2/5 ratio (WiPM); Black: water/isopropanol/acetonitrile at 2/2/5 ratio (WiPA); Light blue: methanol/chloroform/water at 10/3/1 ratios (MCW-2) Upper panel gives a supervised partial least square analysis (PLS); Mid and lower panels show univariate one-way analysis of variance by box-whisker plots.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1748-717X-3-24-4	GAI results (DTA = 3 mm",   D = 3%) for all acquisition of sub-arcs findings showing repeated measurements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1748-717X-6-106-2	Representative multi color images of nuclear  γ -H2AX and 53BP1 foci in the CHO-K1 (A) and xrs-5 (B) cells at 30 and 60 min after the BNCR with 25ppm BPA . Nuclei were stained with DAPI (blue).  γ -H2AX (green) and 53BP1 (red) foci are shown in the same photo. The bar represents 20  μ m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1749-8090-5-33-1	Computed Tomography Scan of Mediastinal Pathology .  A . The patient had a preoperative CT scan that revealed mediastinal adenopathy.  B . Two weeks after EBUS and transbronchial needle aspiration", the patient presented with a complex mediastinal abscess.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1750-1326-5-43-4	Tyrosine hydroxylase and NeuN cell counting in the substantia nigra . Three weeks following delivery of AAV1/2 to the substantia nigra there is significant reductions in the number of TH-immunoreactive neurons and NeuN-immunoreactive neurons for both alpha-synuclein and GFP treated animals compared to empty vector controls. AAV1/2 A53T alpha-synuclein produced significantly greater TH and NeuN cell loss compared to the GFP group. * P  <  0.05  cf . empty vector; **  P  <  0.01  cf . empty vector;***  P  <  0.001  cf . empty vector;  ##  P  <  0.01  cf . GFP; scale bar is 1000  μ m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1750-2187-1-3-2	Intracellular cAMP levels in the parental and taxol resistant cells before and after treatment with taxol . cAMP levels were determined using an acetylated version of a cAMP measurement kit from Biomol Research Laboratories. A standard curve of known concentrations of acetylated cAMP was generated for each experiment. Untreated and taxol treated (16 hr) cells were processed as described (see Materials and Methods section). The cAMP level in the taxol resistant cells was compared with those observed in the 2008 cells (5.6  ±  1.1 pmol/mg protein; mean of 5 experiments each performed in duplicate) considered as 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
