ID,FIG_NAME,MODALITY,HIGH_MODALITY
467,1471-2105-11-345-7-2,GFIG,GRAPHICS
468,1471-2105-11-374-1-1,D3DR,MOLECULAR
469,1471-2105-11-374-1-2,GFIG,GRAPHICS
470,1471-2105-11-402-6-1,D3DR,MOLECULAR
471,1471-2105-11-402-6-2,D3DR,MOLECULAR
472,1471-2105-11-434-6-1,GFIG,GRAPHICS
473,1471-2105-11-434-6-2,GFIG,GRAPHICS
474,1471-2105-11-434-6-3,GFIG,GRAPHICS
475,1471-2105-11-434-6-4,GFIG,GRAPHICS
476,1471-2105-11-458-4-1,GFLO,GRAPHICS
477,1471-2105-11-458-4-2,GSYS,OTHER
478,1471-2105-11-469-8-1,GFIG,GRAPHICS
479,1471-2105-11-469-8-2,GFIG,GRAPHICS
480,1471-2105-11-469-8-3,GFIG,GRAPHICS
481,1471-2105-11-470-7-1,GFIG,GRAPHICS
482,1471-2105-11-470-7-2,GFIG,GRAPHICS
483,1471-2105-11-470-7-3,GFIG,GRAPHICS
484,1471-2105-11-480-3-1,D3DR,MOLECULAR
485,1471-2105-11-480-3-2,D3DR,MOLECULAR
486,1471-2105-11-480-5-1,D3DR,MOLECULAR
487,1471-2105-11-480-5-2,D3DR,MOLECULAR
488,1471-2105-11-480-5-3,D3DR,MOLECULAR
489,1471-2105-11-480-5-4,D3DR,MOLECULAR
490,1471-2105-11-480-5-5,GFIG,GRAPHICS
491,1471-2105-11-480-5-6,GFIG,GRAPHICS
492,1471-2105-11-529-3-1,GFIG,GRAPHICS
493,1471-2105-11-529-3-2,GFIG,GRAPHICS
494,1471-2105-11-562-4-1,GFIG,GRAPHICS
495,1471-2105-11-562-4-2,GFIG,GRAPHICS
496,1471-2105-11-562-4-3,GFIG,GRAPHICS
497,1471-2105-11-562-4-4,GFIG,GRAPHICS
498,1471-2105-11-91-2-1,GSCR,OTHER
499,1471-2105-11-91-2-2,GSCR,OTHER
500,1471-2105-11-91-2-3,GSCR,OTHER
501,1471-2105-11-91-2-4,GSCR,OTHER
502,1471-2105-11-S11-S2-1-1,D3DR,MOLECULAR
503,1471-2105-11-S11-S2-1-2,D3DR,MOLECULAR
504,1471-2105-11-S11-S2-1-3,D3DR,MOLECULAR
505,1471-2105-11-S11-S2-1-4,D3DR,MOLECULAR
506,1471-2105-11-S11-S2-1-5,GFIG,GRAPHICS
507,1471-2105-11-S11-S2-3-1,GFIG,GRAPHICS
508,1471-2105-11-S11-S2-3-2,GFIG,GRAPHICS
509,1471-2105-11-S11-S4-1-1,GMAT,OTHER
510,1471-2105-11-S11-S4-1-2,GTAB,OTHER
511,1471-2105-11-S11-S4-1-3,GMAT,OTHER
512,1471-2105-11-S11-S4-1-4,GMAT,OTHER
513,1471-2105-11-S11-S4-1-5,GMAT,OTHER
514,1471-2105-11-S11-S4-1-6,GMAT,OTHER
515,1471-2105-11-S1-S3-2-1,D3DR,MOLECULAR
516,1471-2105-11-S1-S3-2-2,D3DR,MOLECULAR
517,1471-2105-11-S1-S8-2-1,GFIG,GRAPHICS
518,1471-2105-11-S1-S8-2-2,GFIG,GRAPHICS
519,1471-2105-11-S6-S11-10-1,GNCP,OTHER
520,1471-2105-11-S6-S11-10-2,GNCP,OTHER
521,1471-2105-11-S6-S11-10-3,D3DR,MOLECULAR
522,1471-2105-11-S6-S23-4-1,DVDM,ORGANISMS
523,1471-2105-11-S6-S23-4-2,DMLI,MICROSCOPY
524,1471-2105-12-14-1-1,GFIG,GRAPHICS
525,1471-2105-12-14-1-2,GFIG,GRAPHICS
526,1471-2105-12-14-1-3,GFIG,GRAPHICS
527,1471-2105-12-14-1-4,GFIG,GRAPHICS
528,1471-2105-12-247-9-1,D3DR,MOLECULAR
529,1471-2105-12-247-9-2,D3DR,MOLECULAR
530,1471-2105-12-247-9-3,D3DR,MOLECULAR
531,1471-2105-12-253-1-1,GFIG,GRAPHICS
532,1471-2105-12-253-1-2,GFIG,GRAPHICS
533,1471-2105-12-253-2-1,GFIG,GRAPHICS
534,1471-2105-12-253-2-2,GFIG,GRAPHICS
535,1471-2105-12-253-2-3,GFIG,GRAPHICS
536,1471-2105-12-253-2-4,GFIG,GRAPHICS
537,1471-2105-12-253-2-5,GFIG,GRAPHICS
538,1471-2105-12-38-5-1,GFIG,GRAPHICS
539,1471-2105-12-38-5-2,GFIG,GRAPHICS
540,1471-2105-12-38-5-3,GFIG,GRAPHICS
541,1471-2105-12-38-5-4,GFIG,GRAPHICS
542,1471-2105-12-39-8-1,GFIG,GRAPHICS
543,1471-2105-12-39-8-2,GFIG,GRAPHICS
544,1471-2105-12-39-8-3,GFIG,GRAPHICS
545,1471-2105-12-39-8-4,GFIG,GRAPHICS
546,1471-2105-12-40-4-1,GFIG,GRAPHICS
547,1471-2105-12-40-4-2,GFIG,GRAPHICS
548,1471-2105-12-5-3-1,GFIG,GRAPHICS
549,1471-2105-12-5-3-2,GFIG,GRAPHICS
550,1471-2105-5-207-7-1,GFIG,GRAPHICS
551,1471-2105-5-207-7-2,GFIG,GRAPHICS
552,1471-2105-5-62-1-1,GSYS,OTHER
554,1471-2105-6-131-1-1,GFIG,GRAPHICS
555,1471-2105-6-131-1-2,GFIG,GRAPHICS
556,1471-2105-6-131-1-3,GFIG,GRAPHICS
557,1471-2105-6-131-1-4,GFIG,GRAPHICS
558,1471-2105-6-131-2-1,GFIG,GRAPHICS
559,1471-2105-6-131-2-2,GFIG,GRAPHICS
560,1471-2105-6-131-2-3,GGEN,MOLECULAR
561,1471-2105-6-131-2-4,GFIG,GRAPHICS
562,1471-2105-6-131-3-1,GFIG,GRAPHICS
563,1471-2105-6-131-3-2,GSCR,OTHER
564,1471-2105-6-131-3-3,GFIG,GRAPHICS
565,1471-2105-6-155-3-10,GFIG,GRAPHICS
566,1471-2105-6-155-3-11,GFIG,GRAPHICS
567,1471-2105-6-155-3-12,GFIG,GRAPHICS
568,1471-2105-6-155-3-13,GFIG,GRAPHICS
569,1471-2105-6-155-3-14,GFIG,GRAPHICS
570,1471-2105-6-155-3-15,GFIG,GRAPHICS
571,1471-2105-6-155-3-16,GFIG,GRAPHICS
572,1471-2105-6-155-3-17,GFIG,GRAPHICS
573,1471-2105-6-155-3-18,GFIG,GRAPHICS
574,1471-2105-6-155-3-19,GFIG,GRAPHICS
575,1471-2105-6-155-3-1,GFIG,GRAPHICS
576,1471-2105-6-155-3-2,GFIG,GRAPHICS
577,1471-2105-6-155-3-3,GFIG,GRAPHICS
578,1471-2105-6-155-3-4,GFIG,GRAPHICS
579,1471-2105-6-155-3-5,GFIG,GRAPHICS
580,1471-2105-6-155-3-6,GFIG,GRAPHICS
581,1471-2105-6-155-3-7,GFIG,GRAPHICS
582,1471-2105-6-155-3-8,GFIG,GRAPHICS
583,1471-2105-6-155-3-9,GFIG,GRAPHICS
584,1471-2105-6-164-5-1,GFLO,GRAPHICS
585,1471-2105-6-164-5-2,GSCR,OTHER
586,1471-2105-6-27-5-1,GFIG,GRAPHICS
587,1471-2105-6-27-5-2,GFIG,GRAPHICS
588,1471-2105-6-27-5-3,GFIG,GRAPHICS
589,1471-2105-6-27-5-4,GFIG,GRAPHICS
590,1471-2105-6-30-15-1,GFIG,GRAPHICS
591,1471-2105-6-30-15-2,GFIG,GRAPHICS
592,1471-2105-6-52-1-1,GSCR,OTHER
593,1471-2105-6-52-1-2,GFLO,GRAPHICS
594,1471-2105-6-6-1-1,GGEN,MOLECULAR
595,1471-2105-6-6-1-2,GGEN,MOLECULAR
596,1471-2105-6-6-1-3,D3DR,MOLECULAR
597,1471-2105-6-62-10-1,GFIG,GRAPHICS
598,1471-2105-6-62-10-2,GFIG,GRAPHICS
599,1471-2105-6-91-3-1,D3DR,MOLECULAR
600,1471-2105-6-91-3-2,D3DR,MOLECULAR
601,1471-2105-6-91-3-3,D3DR,MOLECULAR
602,1471-2105-6-91-4-1,D3DR,MOLECULAR
603,1471-2105-6-91-4-2,D3DR,MOLECULAR
604,1471-2105-6-S2-S11-9-1,GFIG,GRAPHICS
605,1471-2105-6-S2-S11-9-2,GMAT,OTHER
606,1471-2105-7-175-3-1,GFIG,GRAPHICS
607,1471-2105-7-175-3-2,GFIG,GRAPHICS
608,1471-2105-7-175-3-3,GFIG,GRAPHICS
609,1471-2105-7-215-2-1,GFIG,GRAPHICS
610,1471-2105-7-215-2-2,GFIG,GRAPHICS
611,1471-2105-7-227-6-1,GTAB,OTHER
612,1471-2105-7-227-6-2,GFIG,GRAPHICS
613,1471-2105-7-227-6-3,GGEN,MOLECULAR
614,1471-2105-7-227-6-4,GSYS,OTHER
615,1471-2105-7-227-6-5,GFIG,GRAPHICS
616,1471-2105-7-250-2-1,GSYS,OTHER
617,1471-2105-7-250-2-2,GFIG,GRAPHICS
618,1471-2105-7-251-6-1,GFIG,GRAPHICS
619,1471-2105-7-251-6-2,GFIG,GRAPHICS
620,1471-2105-7-251-6-3,GFIG,GRAPHICS
621,1471-2105-7-251-6-4,GFIG,GRAPHICS
622,1471-2105-7-251-6-5,GFIG,GRAPHICS
623,1471-2105-7-251-6-6,GFIG,GRAPHICS
624,1471-2105-7-251-6-7,GFIG,GRAPHICS
625,1471-2105-7-251-6-8,GFIG,GRAPHICS
626,1471-2105-7-270-5-1,GFIG,GRAPHICS
627,1471-2105-7-270-5-2,GFIG,GRAPHICS
628,1471-2105-7-270-5-3,GFIG,GRAPHICS
629,1471-2105-7-270-5-4,GFIG,GRAPHICS
630,1471-2105-7-270-5-5,GFIG,GRAPHICS
631,1471-2105-7-270-5-6,GFIG,GRAPHICS
632,1471-2105-7-270-6-1,GFIG,GRAPHICS
633,1471-2105-7-270-6-2,GFIG,GRAPHICS
634,1471-2105-7-270-6-3,GFIG,GRAPHICS
635,1471-2105-7-270-6-4,GFIG,GRAPHICS
636,1471-2105-7-270-6-5,GFIG,GRAPHICS
637,1471-2105-7-270-6-6,GFIG,GRAPHICS
638,1471-2105-7-270-8-1,GFIG,GRAPHICS
639,1471-2105-7-270-8-2,GFIG,GRAPHICS
640,1471-2105-7-270-8-3,GFIG,GRAPHICS
641,1471-2105-7-332-1-1,GFIG,GRAPHICS
642,1471-2105-7-332-1-2,GFLO,GRAPHICS
643,1471-2105-7-376-2-1,GFIG,GRAPHICS
644,1471-2105-7-376-2-2,GFIG,GRAPHICS
645,1471-2105-7-376-2-3,GFIG,GRAPHICS
646,1471-2105-7-376-2-4,GFIG,GRAPHICS
647,1471-2105-7-376-2-5,GFIG,GRAPHICS
648,1471-2105-7-376-2-6,GFIG,GRAPHICS
649,1471-2105-7-388-5-1,GFIG,GRAPHICS
650,1471-2105-7-388-5-2,GFIG,GRAPHICS
651,1471-2105-7-389-5-1,GTAB,OTHER
652,1471-2105-7-389-5-2,GTAB,OTHER
653,1471-2105-7-445-3-1,GFIG,GRAPHICS
654,1471-2105-7-445-3-2,GFIG,GRAPHICS
655,1471-2105-7-445-3-3,GFIG,GRAPHICS
656,1471-2105-7-445-3-4,GFIG,GRAPHICS
657,1471-2105-7-445-3-5,GFIG,GRAPHICS
658,1471-2105-7-445-3-6,GFIG,GRAPHICS
659,1471-2105-7-445-3-7,GFIG,GRAPHICS
660,1471-2105-7-445-3-8,GFIG,GRAPHICS
661,1471-2105-7-445-3-9,GFIG,GRAPHICS
662,1471-2105-7-460-1-1,D3DR,MOLECULAR
663,1471-2105-7-460-1-2,D3DR,MOLECULAR
664,1471-2105-7-460-1-3,GFIG,GRAPHICS
665,1471-2105-7-471-7-1,GFIG,GRAPHICS
666,1471-2105-7-471-7-2,GFIG,GRAPHICS
667,1471-2105-7-477-10-1,GFIG,GRAPHICS
668,1471-2105-7-477-10-2,GFIG,GRAPHICS
669,1471-2105-7-477-10-3,GFIG,GRAPHICS
670,1471-2105-7-477-10-4,GFIG,GRAPHICS
671,1471-2105-7-477-10-5,GFIG,GRAPHICS
672,1471-2105-7-477-10-6,GFIG,GRAPHICS
673,1471-2105-7-516-1-1,GFIG,GRAPHICS
674,1471-2105-7-516-1-2,GFIG,GRAPHICS
675,1471-2105-7-526-5-1,GFIG,GRAPHICS
676,1471-2105-7-526-5-2,GFIG,GRAPHICS
677,1471-2105-7-526-5-3,GFIG,GRAPHICS
678,1471-2105-7-526-5-4,GFIG,GRAPHICS
679,1471-2105-7-527-7-1,GFIG,GRAPHICS
680,1471-2105-7-527-7-2,GFIG,GRAPHICS
681,1471-2105-7-527-7-3,GFIG,GRAPHICS
682,1471-2105-7-527-7-4,GFIG,GRAPHICS
683,1471-2105-7-527-7-5,GFIG,GRAPHICS
684,1471-2105-7-527-7-6,GFIG,GRAPHICS
685,1471-2105-7-S4-S19-4-1,GFIG,GRAPHICS
686,1471-2105-7-S4-S19-4-2,GFIG,GRAPHICS
687,1471-2105-7-S4-S19-4-3,GFIG,GRAPHICS
688,1471-2105-7-S4-S19-4-4,GFIG,GRAPHICS
689,1471-2105-7-S4-S19-4-5,GFIG,GRAPHICS
690,1471-2105-7-S4-S19-4-6,GFIG,GRAPHICS
691,1471-2105-8-107-1-1,GFIG,GRAPHICS
692,1471-2105-8-107-1-2,GFIG,GRAPHICS
693,1471-2105-8-107-1-3,GFIG,GRAPHICS
694,1471-2105-8-107-1-4,GFIG,GRAPHICS
695,1471-2105-8-107-1-5,GFIG,GRAPHICS
696,1471-2105-8-107-1-6,GFIG,GRAPHICS
697,1471-2105-8-107-1-7,GFIG,GRAPHICS
698,1471-2105-8-107-1-8,GFIG,GRAPHICS
699,1471-2105-8-107-1-9,GFIG,GRAPHICS
700,1471-2105-8-107-2-1,GFIG,GRAPHICS
701,1471-2105-8-107-2-2,GFIG,GRAPHICS
702,1471-2105-8-107-2-3,GFIG,GRAPHICS
703,1471-2105-8-107-2-4,GFIG,GRAPHICS
704,1471-2105-8-107-2-5,GFIG,GRAPHICS
705,1471-2105-8-107-2-6,GFIG,GRAPHICS
706,1471-2105-8-232-3-1,GFIG,GRAPHICS
707,1471-2105-8-232-3-2,GFIG,GRAPHICS
708,1471-2105-8-232-3-3,GFIG,GRAPHICS
709,1471-2105-8-232-3-4,GFIG,GRAPHICS
710,1471-2105-8-265-2-1,GFIG,GRAPHICS
711,1471-2105-8-265-2-2,GFIG,GRAPHICS
712,1471-2105-8-28-1-1,GFIG,GRAPHICS
713,1471-2105-8-28-1-2,GFIG,GRAPHICS
714,1471-2105-8-28-1-3,GFIG,GRAPHICS
715,1471-2105-8-28-1-4,GFIG,GRAPHICS
716,1471-2105-8-299-6-1,GFIG,GRAPHICS
717,1471-2105-8-299-6-2,GFIG,GRAPHICS
718,1471-2105-8-299-6-3,GTAB,OTHER
719,1471-2105-8-359-3-1,GFIG,GRAPHICS
720,1471-2105-8-359-3-2,GFIG,GRAPHICS
721,1471-2105-8-359-3-3,GFIG,GRAPHICS
722,1471-2105-8-373-1-1,GFIG,GRAPHICS
723,1471-2105-8-373-1-2,GFIG,GRAPHICS
724,1471-2105-8-373-4-1,GFIG,GRAPHICS
725,1471-2105-8-373-4-2,GFIG,GRAPHICS
726,1471-2105-8-408-4-1,GFIG,GRAPHICS
727,1471-2105-8-408-4-2,GFIG,GRAPHICS
728,1471-2105-8-421-6-1,GFIG,GRAPHICS
729,1471-2105-8-421-6-2,GFIG,GRAPHICS
730,1471-2105-8-421-6-3,GFIG,GRAPHICS
731,1471-2105-8-421-6-4,GFIG,GRAPHICS
732,1471-2105-8-421-6-5,GFIG,GRAPHICS
733,1471-2105-8-421-6-6,GFIG,GRAPHICS
734,1471-2105-8-470-4-1,D3DR,MOLECULAR
735,1471-2105-8-470-4-2,D3DR,MOLECULAR
736,1471-2105-8-476-2-1,GFIG,GRAPHICS
737,1471-2105-8-476-2-2,GFIG,GRAPHICS
738,1471-2105-8-476-2-3,GHDR,GRAPHICS
739,1471-2105-8-476-2-4,GFIG,GRAPHICS
740,1471-2105-8-476-2-5,GHDR,GRAPHICS
741,1471-2105-8-487-1-1,GSCR,OTHER
742,1471-2105-8-487-1-2,GSCR,OTHER
743,1471-2105-8-487-1-3,GSCR,OTHER
744,1471-2105-8-67-4-1,GFIG,GRAPHICS
745,1471-2105-8-67-4-2,GFIG,GRAPHICS
746,1471-2105-8-67-4-3,GFIG,GRAPHICS
747,1471-2105-8-67-4-4,GFIG,GRAPHICS
748,1471-2105-8-67-4-5,GFIG,GRAPHICS
749,1471-2105-8-67-4-6,GFIG,GRAPHICS
750,1471-2105-8-85-3-1,GFIG,GRAPHICS
751,1471-2105-8-85-3-2,GFIG,GRAPHICS
752,1471-2105-8-S2-S12-1-1,GFIG,GRAPHICS
753,1471-2105-8-S2-S12-1-2,GFIG,GRAPHICS
754,1471-2105-8-S3-S6-7-1,GSCR,OTHER
755,1471-2105-8-S3-S6-7-2,GSCR,OTHER
756,1471-2105-8-S4-S5-2-1,GFIG,GRAPHICS
757,1471-2105-8-S4-S5-2-2,GFIG,GRAPHICS
761,1471-2105-9-111-2-1,GFIG,GRAPHICS
762,1471-2105-9-111-2-2,GFIG,GRAPHICS
763,1471-2105-9-111-3-1,GFIG,GRAPHICS
764,1471-2105-9-111-3-2,GFIG,GRAPHICS
765,1471-2105-9-111-4-1,GFIG,GRAPHICS
766,1471-2105-9-111-4-2,GFIG,GRAPHICS
767,1471-2105-9-17-3-1,D3DR,MOLECULAR
768,1471-2105-9-17-3-2,D3DR,MOLECULAR
769,1471-2105-9-220-6-1,GFIG,GRAPHICS
770,1471-2105-9-220-6-2,GFIG,GRAPHICS
771,1471-2105-9-232-2-1,GGEN,MOLECULAR
772,1471-2105-9-232-2-2,GGEN,MOLECULAR
773,1471-2105-9-232-2-3,GGEN,MOLECULAR
774,1471-2105-9-232-2-4,GGEN,MOLECULAR
775,1471-2105-9-275-2-1,GFIG,GRAPHICS
776,1471-2105-9-275-2-2,GFIG,GRAPHICS
777,1471-2105-9-275-2-3,GFIG,GRAPHICS
778,1471-2105-9-275-2-4,GFIG,GRAPHICS
779,1471-2105-9-294-2-1,GSYS,OTHER
780,1471-2105-9-294-2-2,GFIG,GRAPHICS
781,1471-2105-9-294-9-1,GFIG,GRAPHICS
782,1471-2105-9-294-9-2,GFIG,GRAPHICS
783,1471-2105-9-29-5-1,GFIG,GRAPHICS
784,1471-2105-9-29-5-2,GFIG,GRAPHICS
785,1471-2105-9-29-5-3,GFIG,GRAPHICS
786,1471-2105-9-29-5-4,GFIG,GRAPHICS
787,1471-2105-9-29-5-5,GFIG,GRAPHICS
788,1471-2105-9-425-8-1,GFIG,GRAPHICS
789,1471-2105-9-425-8-2,GFIG,GRAPHICS
790,1471-2105-9-425-8-3,GFIG,GRAPHICS
791,1471-2105-9-425-8-4,GFIG,GRAPHICS
792,1471-2105-9-425-8-5,GFIG,GRAPHICS
793,1471-2105-9-441-6-1,GFIG,GRAPHICS
794,1471-2105-9-441-6-2,GFIG,GRAPHICS
795,1471-2105-9-467-3-1,GFIG,GRAPHICS
796,1471-2105-9-467-3-2,GFIG,GRAPHICS
797,1471-2105-9-486-1-1,GFIG,GRAPHICS
798,1471-2105-9-486-1-2,GFIG,GRAPHICS
799,1471-2105-9-486-1-3,GFIG,GRAPHICS
800,1471-2105-9-486-1-4,GFIG,GRAPHICS
801,1471-2105-9-486-1-5,GFIG,GRAPHICS
802,1471-2105-9-486-1-6,GFIG,GRAPHICS
803,1471-2105-9-486-1-7,GFIG,GRAPHICS
804,1471-2105-9-487-4-1,GFIG,GRAPHICS
805,1471-2105-9-487-4-2,GFIG,GRAPHICS
806,1471-2105-9-489-1-1,GFIG,GRAPHICS
807,1471-2105-9-489-1-2,GFIG,GRAPHICS
808,1471-2105-9-489-1-3,GFIG,GRAPHICS
809,1471-2105-9-530-5-1,GTAB,OTHER
810,1471-2105-9-530-5-2,GSCR,OTHER
811,1471-2105-9-530-5-3,GTAB,OTHER
812,1471-2105-9-530-5-4,GSCR,OTHER
813,1471-2105-9-533-2-1,GFIG,GRAPHICS
814,1471-2105-9-533-2-2,GFIG,GRAPHICS
815,1471-2105-9-533-2-3,GFIG,GRAPHICS
816,1471-2105-9-58-4-1,GFIG,GRAPHICS
817,1471-2105-9-58-4-2,GFIG,GRAPHICS
818,1471-2105-9-58-4-3,GFIG,GRAPHICS
819,1471-2105-9-S6-S8-1-1,GFIG,GRAPHICS
820,1471-2105-9-S6-S8-1-2,GFIG,GRAPHICS
821,1471-2121-10-10-3-1,GFIG,GRAPHICS
822,1471-2121-10-10-3-2,GGEL,EXPERIMENTAL
823,1471-2121-10-10-3-3,GGEL,EXPERIMENTAL
824,1471-2121-10-27-2-1,GGEL,EXPERIMENTAL
825,1471-2121-10-27-2-2,GGEL,EXPERIMENTAL
826,1471-2121-10-27-2-3,GGEL,EXPERIMENTAL
827,1471-2121-10-27-2-4,GGEL,EXPERIMENTAL
828,1471-2121-10-42-1-1,GFIG,GRAPHICS
829,1471-2121-10-42-1-2,GFIG,GRAPHICS
830,1471-2121-10-43-5-1,DMFL,MICROSCOPY
831,1471-2121-10-43-5-2,DMFL,MICROSCOPY
832,1471-2121-10-43-5-3,DMFL,MICROSCOPY
833,1471-2121-10-43-5-4,DMFL,MICROSCOPY
834,1471-2121-10-63-4-1,DMFL,MICROSCOPY
835,1471-2121-10-63-4-2,DMFL,MICROSCOPY
836,1471-2121-10-63-4-3,DMFL,MICROSCOPY
837,1471-2121-10-63-4-4,DMFL,MICROSCOPY
838,1471-2121-10-63-4-5,DMFL,MICROSCOPY
839,1471-2121-10-63-4-6,DMFL,MICROSCOPY
840,1471-2121-10-65-6-1,GFIG,GRAPHICS
841,1471-2121-10-65-6-2,GFIG,GRAPHICS
842,1471-2121-10-65-6-3,GFIG,GRAPHICS
843,1471-2121-11-60-6-10,DMFL,MICROSCOPY
844,1471-2121-11-60-6-11,DMFL,MICROSCOPY
845,1471-2121-11-60-6-12,DMFL,MICROSCOPY
846,1471-2121-11-60-6-13,DMFL,MICROSCOPY
847,1471-2121-11-60-6-14,DMFL,MICROSCOPY
848,1471-2121-11-60-6-15,DMFL,MICROSCOPY
849,1471-2121-11-60-6-16,DMFL,MICROSCOPY
850,1471-2121-11-60-6-1,GFIG,GRAPHICS
851,1471-2121-11-60-6-2,DMFL,MICROSCOPY
852,1471-2121-11-60-6-3,GGEN,MOLECULAR
853,1471-2121-11-60-6-4,DMFL,MICROSCOPY
854,1471-2121-11-60-6-5,DMFL,MICROSCOPY
855,1471-2121-11-60-6-6,DMFL,MICROSCOPY
856,1471-2121-11-60-6-7,DMFL,MICROSCOPY
857,1471-2121-11-60-6-8,DMFL,MICROSCOPY
858,1471-2121-11-60-6-9,DMFL,MICROSCOPY
859,1471-2121-11-93-3-1,GFIG,GRAPHICS
860,1471-2121-11-93-3-2,GFIG,GRAPHICS
861,1471-2121-11-93-3-3,GFIG,GRAPHICS
862,1471-2121-11-93-3-4,GFIG,GRAPHICS
863,1471-2121-12-10-1-1,GFIG,GRAPHICS
864,1471-2121-12-10-1-2,GFIG,GRAPHICS
865,1471-2121-12-10-1-3,GFIG,GRAPHICS
866,1471-2121-12-10-1-4,GFIG,GRAPHICS
867,1471-2121-12-10-1-5,GFIG,GRAPHICS
868,1471-2121-2-16-8-1,GGEL,EXPERIMENTAL
869,1471-2121-2-16-8-2,GFIG,GRAPHICS
870,1471-2121-3-7-2-1,DMEL,MICROSCOPY
871,1471-2121-3-7-2-2,DMTR,MICROSCOPY
872,1471-2121-3-7-2-3,DMEL,MICROSCOPY
873,1471-2121-4-2-5-1,DMEL,MICROSCOPY
874,1471-2121-4-2-5-2,DMEL,MICROSCOPY
875,1471-2121-5-12-9-1,DMTR,MICROSCOPY
876,1471-2121-5-12-9-2,DMFL,MICROSCOPY
877,1471-2121-5-12-9-3,DMFL,MICROSCOPY
878,1471-2121-5-12-9-4,DMTR,MICROSCOPY
879,1471-2121-5-12-9-5,DMFL,MICROSCOPY
880,1471-2121-5-12-9-6,DMFL,MICROSCOPY
881,1471-2121-5-32-10-1,DMFL,MICROSCOPY
882,1471-2121-5-32-10-2,DMTR,MICROSCOPY
883,1471-2121-5-35-11-1,GFIG,GRAPHICS
884,1471-2121-5-35-11-2,GFIG,GRAPHICS
885,1471-2121-5-35-11-3,GFIG,GRAPHICS
886,1471-2121-5-35-11-4,GFIG,GRAPHICS
887,1471-2121-5-40-2-1,GGEL,EXPERIMENTAL
888,1471-2121-5-40-2-2,GFIG,GRAPHICS
889,1471-2121-6-12-5-1,GFIG,GRAPHICS
890,1471-2121-6-12-5-2,GMAT,OTHER
891,1471-2121-6-12-5-3,GFIG,GRAPHICS
892,1471-2121-6-12-5-4,GFIG,GRAPHICS
893,1471-2121-6-12-5-5,GFIG,GRAPHICS
894,1471-2121-6-13-10-1,GFIG,GRAPHICS
895,1471-2121-6-13-10-2,GFIG,GRAPHICS
896,1471-2121-6-13-7-1,GFIG,GRAPHICS
897,1471-2121-6-13-7-2,GFIG,GRAPHICS
898,1471-2121-6-13-7-3,GFIG,GRAPHICS
899,1471-2121-6-13-7-4,GFIG,GRAPHICS
900,1471-2121-6-17-5-1,DMFL,MICROSCOPY
901,1471-2121-6-17-5-2,DMFL,MICROSCOPY
902,1471-2121-6-17-5-3,DMFL,MICROSCOPY
903,1471-2121-6-17-5-4,DMFL,MICROSCOPY
904,1471-2121-6-17-5-5,DMFL,MICROSCOPY
905,1471-2121-6-17-5-6,DMFL,MICROSCOPY
906,1471-2121-6-17-5-7,DMFL,MICROSCOPY
907,1471-2121-6-17-5-8,DMFL,MICROSCOPY
908,1471-2121-6-17-5-9,DMFL,MICROSCOPY
909,1471-2121-7-16-4-1,GGEL,EXPERIMENTAL
910,1471-2121-7-16-4-2,GFIG,GRAPHICS
911,1471-2121-7-16-4-3,GFIG,GRAPHICS
912,1471-2121-7-16-4-4,GFIG,GRAPHICS
913,1471-2121-7-28-2-1,DMFL,MICROSCOPY
914,1471-2121-7-28-2-2,DMFL,MICROSCOPY
915,1471-2121-7-28-2-3,DMFL,MICROSCOPY
916,1471-2121-7-28-2-4,DMFL,MICROSCOPY
917,1471-2121-7-28-2-5,DMFL,MICROSCOPY
918,1471-2121-7-28-2-6,DMFL,MICROSCOPY
919,1471-2121-7-38-4-1,GFIG,GRAPHICS
920,1471-2121-7-38-4-2,GFIG,GRAPHICS
921,1471-2121-7-38-4-3,GFIG,GRAPHICS
922,1471-2121-7-38-4-4,GFIG,GRAPHICS
923,1471-2121-7-38-4-5,GFIG,GRAPHICS
924,1471-2121-7-38-4-6,GFIG,GRAPHICS
925,1471-2121-7-38-4-7,GFIG,GRAPHICS
926,1471-2121-7-38-4-8,GFIG,GRAPHICS
927,1471-2121-7-38-4-9,GFIG,GRAPHICS
928,1471-2121-8-22-2-1,DMFL,MICROSCOPY
929,1471-2121-8-22-2-2,DMFL,MICROSCOPY
930,1471-2121-8-22-2-3,DMFL,MICROSCOPY
931,1471-2121-8-22-2-4,DMFL,MICROSCOPY
932,1471-2121-8-22-7-1,DMFL,MICROSCOPY
933,1471-2121-8-22-7-2,DMFL,MICROSCOPY
934,1471-2121-8-22-7-3,DMFL,MICROSCOPY
935,1471-2121-8-22-7-4,DMFL,MICROSCOPY
936,1471-2121-8-22-7-5,DMFL,MICROSCOPY
937,1471-2121-8-22-7-6,DMFL,MICROSCOPY
938,1471-2121-8-26-1-1,GFIG,GRAPHICS
939,1471-2121-8-26-1-2,GFIG,GRAPHICS
940,1471-2121-8-26-1-3,GFIG,GRAPHICS
941,1471-2121-8-26-1-4,GFIG,GRAPHICS
942,1471-2121-8-26-3-1,GFIG,GRAPHICS
943,1471-2121-8-26-3-2,GSCR,OTHER
944,1471-2121-8-40-5-1,GHDR,GRAPHICS
945,1471-2121-8-40-5-2,GFIG,GRAPHICS
946,1471-2121-8-40-5-3,GFIG,GRAPHICS
947,1471-2121-8-40-5-4,GFIG,GRAPHICS
